;postal_code;latitude;longitude
2136;8182;47.2;15.71725
2137;8183;47.2333;15.72976
2138;8184;47.2636;15.691844444444447
2139;8190;47.375;15.72455
2140;8191;47.396;15.7226
2141;8192;47.3833;15.716675
2144;8200;47.0833;15.7091
2146;8211;47.1604;15.763107692307692
2147;8212;47.2167;15.783046666666667
2149;8221;47.1833;15.848375
2150;8222;47.2167;15.825785714285717
2151;8223;47.2636;15.812833333333336
2152;8224;47.2186;15.862333333333334
2153;8225;47.3;15.8474375
2155;8230;47.2667;15.978155
2156;8232;47.3167;15.986036363636362
2157;8233;47.3072;15.993966666666664
2158;8234;47.3833;15.984775
2159;8240;47.3667;16.0579375
2160;8241;47.4312;16.026933333333332
2161;8242;47.4395;16.01164
2162;8243;47.4333;16.05619
2163;8244;47.4395;16.07071
2164;8250;47.4452;15.81166
2165;8251;47.4452;15.8037
2166;8252;47.4452;15.8037
2167;8253;47.4452;15.8169
2168;8254;47.4333;15.79408
2169;8255;47.4856;15.76955
2170;8261;47.1167;15.828246666666669
2171;8262;47.1;15.90366842105263
2172;8263;47.0667;15.92174
2173;8264;47.108;15.90176
2174;8265;47.1272;15.885122222222224
2175;8271;47.1667;16.001844444444444
2176;8272;47.2273;15.977045454545454
2177;8273;47.2167;15.9604
2178;8274;47.2357;16.009163636363635
2179;8280;47.0775;16.0711
2180;8282;46.982;16.10554
2181;8283;47.1167;16.0462375
2182;8291;47.1477;16.109949999999998
2183;8292;47.2;16.100450000000002
2184;8293;47.2167;16.0828
2185;8294;47.2516;16.032580000000003
2186;8295;47.3;16.033
2187;8301;47.0568;15.562971428571428
2188;8302;47.0833;15.585754545454543
2189;8311;47.043;15.829345454545454
2190;8312;47.0333;15.8822375
2191;8313;47.043;15.896133333333331
2192;8321;47.0833;15.737472727272728
2193;8322;47.0158;15.74211
2194;8323;47.0096;15.734553846153847
2195;8324;47.0096;15.756463636363636
2196;8330;46.9167;15.870522222222222
2198;8332;46.995;15.857677777777775
2199;8333;47.0333;15.89165625
2200;8334;46.995;15.8748
2202;8341;46.95;15.80750625
2203;8342;46.8731;15.83125
2204;8343;46.8795;15.8358
2205;8344;46.8795;15.856826666666668
2206;8345;46.8;15.848823809523813
2207;8350;46.9292;16.0113375
2208;8352;46.9894;16.0472
2209;8353;46.9;15.978383333333332
2210;8354;46.8333;15.9774
2211;8355;46.8765;15.95025
2212;8361;46.9894;16.0209875
2213;8362;47.0159;16.01439285714286
2215;8380;46.9269;16.14818
2216;8382;46.9719;16.21252857142857
2217;8383;46.9244;16.115466666666666
2218;8384;46.8647;16.0939
2219;8385;46.8444;16.03995
2220;8401;46.95;15.44718
2221;8402;46.9242;15.4908
2222;8403;46.8522;15.508021428571428
2224;8410;46.9333;15.526093333333334
2225;8411;46.8833;15.45748
2226;8412;46.877;15.55965
2227;8413;46.85;15.569845454545456
2228;8421;46.8358;15.66352
2229;8422;46.8089;15.662380000000002
2230;8423;46.75;15.642618181818182
2231;8424;46.7919;15.58745
2232;8430;46.7855;15.534475
2233;8431;46.7855;15.54
2236;8435;46.7855;15.554733333333331
2237;8441;46.7586;15.427914285714284
2238;8442;46.7655;15.428742857142856
2239;8443;46.7655;15.381428571428572
2240;8444;46.7655;15.39732
2241;8451;46.7833;15.44698125
2242;8452;46.7127;15.429241666666668
2243;8453;46.7167;15.391989999999998
2244;8454;46.6869;15.386136363636364
2245;8455;46.7127;15.36787142857143
2246;8461;46.745;15.563691666666664
2247;8462;46.7;15.51977
2248;8463;46.65;15.493241666666668
2249;8471;46.7056;15.64104285714286
2250;8472;46.745;15.62195
2251;8473;46.7114;15.7075
2252;8480;46.7468;15.85275
2253;8481;46.7468;15.8639
2255;8483;46.7667;15.849899999999998
2256;8484;46.7339;15.90435
2257;8490;46.6833;15.96785
2258;8492;46.7219;15.947014285714284
2259;8493;46.7647;15.967033333333331
2260;8501;46.9742;15.338966666666666
2261;8502;46.9611;15.366314285714283
2262;8503;46.9172;15.378881818181815
2263;8504;46.8586;15.402992857142856
2264;8505;46.8;15.442975
2266;8510;46.8833;15.252700000000004
2267;8511;46.9058;15.25657142857143
2268;8521;46.8333;15.381266666666669
2269;8522;46.8217;15.303971428571428
2270;8523;46.8;15.258571428571427
2271;8524;46.8167;15.28176875
2272;8530;46.8;15.24440588235294
2273;8541;46.7527;15.240726666666667
2274;8542;46.7667;15.257
2275;8543;46.7527;15.281446153846154
2276;8544;46.7333;15.28922
2277;8551;46.7203;15.2482
2278;8552;46.6814;15.245275
2279;8553;46.7157;15.2468
2280;8554;46.7157;15.2468
2282;8561;47.0167;15.2698
2283;8562;46.9511;15.27007
2284;8563;46.9974;15.211409090909092
2285;8564;47.0211;15.20756
2286;8565;47.0167;15.2381
2287;8570;47.0167;15.147975
2289;8572;47.0714;15.120266666666666
2290;8573;47.0792;15.0987375
2291;8580;47.0167;15.072853846153846
2293;8582;47.0833;15.1107
2294;8583;47.0167;15.035366666666668
2295;8584;47.0211;14.9557
2296;8591;47.0778;15.0488
2297;8592;47.0833;15.043725
2298;8593;47.0778;15.0479
2299;8600;47.4385;15.277847826086958
2301;8605;47.4518;15.287400000000002
2304;8611;47.45;15.172983333333333
2305;8612;47.4833;15.193
2306;8614;47.3689;15.4045
2308;8616;47.3833;15.579775
2309;8621;47.5333;15.242633333333332
2310;8622;47.5431;15.2725
2311;8623;47.5667;15.24666
2312;8624;47.5333;15.280625
2313;8625;47.5333;15.32784
2314;8630;47.8323;15.33016
2315;8632;47.7536;15.3244
2317;8634;47.7536;15.3244
2318;8635;47.7536;15.3244
2319;8636;47.6167;15.2667
2320;8641;47.4833;15.3586875
2321;8642;47.4729;15.35764
2322;8643;47.4711;15.3581
2323;8644;47.4711;15.3581
2324;8650;47.5;15.49515
2325;8652;47.4569;15.5102
2326;8653;47.4333;15.5271
2327;8654;47.45;15.625
2328;8661;47.5272;15.4988
2329;8662;47.5333;15.537675
2330;8663;47.5781;15.5325
2331;8664;47.5609;15.5674
2332;8665;47.5609;15.623914285714289
2333;8670;47.5333;15.59027777777778
2334;8671;47.4833;15.61665
2335;8672;47.4833;15.6958
2336;8673;47.4856;15.6953
2337;8674;47.5055;15.74738
2338;8680;47.6;15.701825
2339;8682;47.5667;15.66726
2340;8684;47.6135;15.751
2341;8685;47.6135;15.7755
2342;8691;47.6729;15.58166
2343;8692;47.6667;15.5757875
2344;8693;47.6729;15.5729
2345;8694;47.7727;15.556125000000002
2346;8700;47.372;15.088283333333337
2353;8712;47.4167;15.09432
2354;8713;47.35;14.971171428571427
2355;8714;47.3167;14.933325
2356;8715;47.3137;14.938878571428573
2357;8720;47.2167;14.812075
2359;8723;47.2357;14.823371428571429
2360;8724;47.1933;14.801371428571429
2361;8731;47.2713;14.687128571428572
2362;8732;47.2667;14.767433333333337
2363;8733;47.3;14.842523076923076
2364;8734;47.1833;14.787200000000002
2365;8740;47.1354;14.73374
2366;8741;47.1453;14.715152631578947
2367;8742;47.1354;14.700563636363636
2369;8750;47.1833;14.627007692307693
2372;8753;47.1906;14.664372727272728
2373;8754;47.2167;14.5959
2374;8755;47.1906;14.588975
2375;8756;47.2;14.5292
2376;8761;47.1833;14.586707142857142
2377;8762;47.2306;14.488811111111112
2378;8763;47.3333;14.4684
2379;8764;47.3061;14.3756
2380;8765;47.2478;14.5331
2382;8770;47.3819;14.966988888888888
2383;8772;47.3667;14.970825
2384;8773;47.4;14.91314
2385;8774;47.3833;14.836916666666667
2386;8775;47.4167;14.780375
2387;8781;47.4167;14.614975
2388;8782;47.4932;14.4432
2389;8783;47.4932;14.4432
2390;8784;47.4833;14.46
2391;8785;47.4167;14.5083
2392;8786;47.5167;14.378785714285714
2393;8790;47.5333;14.8833
2394;8792;47.4;14.9946
2395;8793;47.4333;14.94120476190476
2396;8794;47.4667;14.9596
2397;8795;47.5333;14.725
2398;8800;47.2;14.449999999999998
2399;8811;47.1456;14.383933333333331
2400;8812;47.0833;14.366666666666667
2401;8813;47.0833;14.321333333333332
2402;8820;46.9708;14.44241111111111
2403;8822;46.9869;14.511283333333331
2404;8831;47.1829;14.321966666666668
2405;8832;47.1106;14.253509090909091
2406;8833;47.1333;14.3293
2407;8841;47.1308;14.3086
2408;8842;47.15;14.24938
2409;8843;47.15;14.186816666666669
2410;8844;47.1833;14.12905
2411;8850;47.05;14.161818181818182
2412;8852;47.1253;14.1155
2413;8853;47.1253;14.089519999999998
2414;8854;47.1667;13.9889
2415;8861;47.11;14.079025
2416;8862;47.0833;13.9769
2417;8863;47.0833;13.925
2418;8864;46.9608;13.8878
2419;8900;47.5333;14.29666
2420;8903;47.5333;14.25539375
2421;8904;47.5833;14.355533333333334
2422;8911;47.5833;14.44344
2423;8912;47.5779;14.48655
2424;8913;47.5754;14.457866666666668
2425;8920;47.6476;14.8128
2426;8921;47.6333;14.755966666666666
2427;8922;47.6476;14.8128
2428;8923;47.6476;14.8128
2429;8924;47.6476;14.89805
2430;8931;47.6569;14.729475
2431;8932;47.694;14.641324999999998
2432;8933;47.6833;14.63306
2433;8934;47.8167;14.6331
2434;8940;47.55;14.245257142857144
2436;8942;47.55;14.14165
2437;8943;47.5333;14.1542
2438;8950;47.5334;14.11345
2439;8951;47.5279;14.07105
2440;8952;47.4906;14.0995125
2441;8953;47.45;14.118388888888887
2442;8954;47.4833;13.99932
2443;8960;47.4215;13.9339625
2444;8961;47.4167;13.956325
2445;8962;47.4711;13.901488888888888
2447;8965;47.4108;13.865625
2448;8966;47.4215;13.82466
2449;8967;47.4167;13.767
2450;8970;47.3921;13.68585
2451;8971;47.4064;13.6897
2452;8972;47.3921;13.694866666666668
2453;8973;47.4064;13.6897
2454;8974;47.4064;13.6897
2455;8982;47.5527;13.98775
2456;8983;47.5494;13.940188888888889
2457;8984;47.5527;13.9592
2458;8990;47.6167;13.786354545454545
2459;8992;47.6333;13.76264
2460;8993;47.6153;13.82464
2464;9020;46.6506;14.353895652173913
2477;9061;46.6566;14.295316666666666
2478;9062;46.6575;14.252544444444444
2479;9063;46.6566;14.346683333333331
2480;9064;46.7;14.396852380952382
2481;9065;46.6566;14.386451515151515
2482;9071;46.5667;14.207392307692308
2483;9072;46.5369;14.163711764705882
2484;9073;46.5662;14.223433333333332
2485;9074;46.5908;14.184013333333333
2486;9081;46.6072;14.174725
2487;9082;46.6118;14.1693
2488;9100;46.6483;14.625717857142858
2489;9102;46.6827;14.58717
2490;9103;46.7194;14.630971428571428
2492;9111;46.7002;14.690673333333333
2493;9112;46.7667;14.726748717948718
2494;9113;46.7002;14.756105
2495;9121;46.6217;14.56878
2496;9122;46.6171;14.589927027027027
2497;9123;46.6171;14.5953
2499;9125;46.6171;14.65492
2500;9130;46.5782;14.495354166666669
2501;9131;46.6;14.49524117647059
2502;9132;46.5782;14.517038888888887
2503;9133;46.55;14.565841379310346
2504;9135;46.5782;14.579035714285714
2505;9141;46.5686;14.666042857142855
2506;9142;46.5722;14.701244444444448
2507;9143;46.5842;14.741907142857142
2508;9150;46.6113;14.810486206896552
2509;9155;46.6506;14.85471875
2510;9161;46.5408;14.29991304347826
2511;9162;46.5167;14.25115
2512;9163;46.5408;14.2695
2513;9170;46.5333;14.34894
2516;9173;46.55;14.412292857142855
2517;9181;46.4667;14.165466666666669
2518;9182;46.5333;14.088583333333332
2519;9183;46.5406;14.050083333333331
2520;9184;46.55;14.050063636363635
2521;9201;46.6372;14.19924
2522;9210;46.6333;14.171666666666669
2523;9212;46.65;14.098864705882352
2524;9220;46.6132;14.028529166666669
2525;9231;46.65;14.008216666666668
2526;9232;46.6071;14.006305882352942
2527;9241;46.6167;13.959773913043476
2528;9300;46.778;14.34451142857143
2530;9311;46.8333;14.353927777777775
2531;9312;46.8029;14.398038888888887
2532;9313;46.8016;14.413615384615383
2533;9314;46.8029;14.431438095238097
2534;9321;46.8333;14.466716666666668
2535;9322;46.8556;14.442816666666667
2536;9323;47.0219;14.4028
2538;9330;46.8833;14.457921052631578
2539;9334;46.8862;14.492489473684213
2540;9335;46.9;14.541983333333334
2542;9341;46.8773;14.25746
2543;9342;46.8333;14.242514285714286
2544;9343;46.8773;14.210085714285713
2545;9344;46.8;14.197115
2546;9345;46.8773;14.167373333333334
2547;9346;46.9167;14.135
2548;9360;46.9667;14.385903571428573
2549;9361;46.9885;14.322361904761904
2550;9362;46.9722;14.28764
2551;9363;47.0489;14.194413333333332
2552;9371;46.7414;14.54068947368421
2553;9372;46.7725;14.561858333333332
2554;9373;46.8167;14.5457
2555;9374;46.8714;14.552915384615384
2556;9375;46.8362;14.5499875
2557;9376;46.9344;14.558157142857144
2558;9400;46.8525;14.829234782608696
2560;9411;46.8658;14.777823076923076
2561;9412;46.85;14.789511111111112
2562;9413;46.8833;14.867927777777778
2563;9421;46.7416;14.900122222222222
2564;9422;46.75;14.889984615384614
2565;9423;46.7416;14.90854
2566;9431;46.7905;14.840516216216216
2567;9433;46.7607;14.820938095238096
2568;9441;46.9161;14.86867142857143
2569;9451;46.9667;14.9443
2570;9461;46.9484;14.794720000000002
2571;9462;46.945;14.795789473684213
2572;9463;46.9833;14.7605
2573;9470;46.6763;14.864108333333334
2574;9472;46.6667;14.9426
2575;9473;46.6167;14.93678
2576;9500;46.6173;13.835731578947367
2580;9504;46.6167;13.8247
2587;9520;46.65;13.9
2588;9521;46.6667;13.867257142857143
2589;9523;46.6513;13.8825125
2590;9524;46.6167;13.89045
2591;9530;46.6214;13.752175
2592;9531;46.6044;13.628525
2593;9535;46.5833;14.043413333333335
2594;9536;46.5833;14.02692
2595;9541;46.7039;13.821183333333332
2596;9542;46.7601;13.795715384615384
2597;9543;46.7292;13.846457142857144
2598;9544;46.7601;13.7733125
2599;9545;46.8006;13.759585714285716
2600;9546;46.8228;13.79033
2601;9551;46.6767;14.024927272727274
2602;9552;46.7318;14.07335
2603;9554;46.75;14.176244444444444
2604;9555;46.7318;14.200990476190476
2605;9556;46.7692;14.221024193548386
2606;9560;46.6783;14.096309160305344
2607;9562;46.7345;14.037146428571427
2608;9563;46.7667;13.971123076923076
2609;9564;46.8186;13.97081818181818
2610;9565;46.7413;13.92791
2611;9570;46.6667;13.99095
2612;9571;46.8263;14.036178125
2613;9572;46.8833;14.049547826086956
2614;9580;46.6042;13.89798
2615;9581;46.5425;13.969525
2616;9582;46.55;13.9173125
2617;9583;46.5645;13.89225
2618;9584;46.5464;13.8705
2619;9585;46.6072;13.849271428571427
2620;9586;46.5833;13.81401111111111
2621;9587;46.5697;13.817727272727272
2622;9601;46.5461;13.7107625
2623;9602;46.5583;13.658285714285714
2624;9611;46.6006;13.60442
2625;9612;46.5974;13.577763636363636
2626;9613;46.5628;13.62066
2627;9614;46.5974;13.5445
2628;9615;46.5974;13.514854545454543
2629;9620;46.6272;13.36301052631579
2630;9622;46.6296;13.31454
2631;9623;46.6296;13.464227777777776
2632;9624;46.6167;13.428114285714289
2633;9631;46.6427;13.216461538461536
2634;9632;46.6495;13.182366666666669
2635;9633;46.6427;13.156214285714286
2636;9634;46.6359;13.142236363636362
2637;9635;46.6427;13.10316153846154
2638;9640;46.6666;12.999008333333334
2640;9651;46.6962;12.903125
2641;9652;46.6908;12.862214285714286
2642;9653;46.6836;12.818183333333332
2643;9654;46.7;12.766
2644;9655;46.6962;12.7568375
2645;9701;46.7644;13.598847058823528
2646;9702;46.756;13.625246153846152
2647;9710;46.6567;13.652083333333332
2648;9711;46.6681;13.621710000000002
2649;9712;46.7292;13.6842
2650;9713;46.7104;13.58624
2651;9714;46.7242;13.561077777777776
2652;9721;46.6669;13.72214
2653;9722;46.6667;13.757266666666666
2654;9751;46.7759;13.33542
2655;9753;46.7817;13.335826666666666
2656;9754;46.7759;13.291685714285714
2657;9761;46.7667;13.200425
2658;9762;46.7185;13.283214285714283
2659;9771;46.7333;13.123225
2660;9772;46.7503;13.097958333333333
2661;9773;46.75;13.091664285714286
2662;9781;46.7664;12.9524
2663;9782;46.783;12.915228571428573
2664;9800;46.8167;13.510061111111112
2667;9805;46.7961;13.464771428571428
2668;9811;46.8333;13.404311111111111
2669;9812;46.866;13.359742857142855
2670;9813;46.8364;13.360233333333332
2671;9814;46.85;13.356766666666667
2672;9815;46.866;13.32568
2673;9816;46.8747;13.270728571428572
2674;9821;46.9499;13.206094736842104
2675;9822;46.9833;13.1865
2676;9831;46.95;13.081977777777777
2677;9832;46.8881;13.030846666666667
2678;9833;46.8833;12.96572
2679;9841;46.8833;12.88895
2680;9842;46.9443;12.896777777777778
2681;9843;46.9833;12.89075
2682;9844;46.9443;12.88809090909091
2683;9851;46.8333;13.490577777777778
2684;9852;46.9026;13.497516666666668
2685;9853;46.9;13.515104761904762
2686;9854;46.9026;13.497936363636365
2687;9861;46.95;13.60171875
2688;9862;46.976;13.625876470588237
2689;9863;47.0588;13.607008
2690;9871;46.8154;13.549858333333331
2691;9872;46.785;13.585365
2692;9873;46.8154;13.6175
2693;9900;46.8289;12.7659
2694;9903;46.8508;12.713033333333334
2695;9904;46.8518;12.76112
2696;9905;46.85;12.7833
2697;9906;46.7989;12.8381
2698;9907;46.8161;12.7897
2699;9908;46.8164;12.7636
2700;9909;46.8008;12.739166666666668
2701;9911;46.7833;12.638238888888887
2702;9912;46.7739;12.558785
2703;9913;46.778;12.5904
2704;9918;46.7539;12.4842
2705;9919;46.7547;12.52855
2706;9920;46.7531;12.409
2708;9931;46.7875;12.4314
2709;9932;46.8119;12.3747
2710;9941;46.735;12.48135
2711;9942;46.7106;12.605825
2712;9943;46.7042;12.7086
2713;9951;46.8661;12.691833333333332
2714;9952;46.8769;12.6824
2716;9954;46.8794;12.6542
2717;9961;46.9167;12.516614285714285
2718;9962;46.9336;12.422183333333336
2719;9963;46.9178;12.33532
2720;9971;47.1185;12.53824090909091
2721;9972;47.0;12.45012857142857
2722;9974;47.0167;12.3714
2723;9981;46.9378;12.62868181818182
2724;9990;46.8333;12.8126
2725;9991;46.815;12.8433
2726;9992;46.8333;12.8497
