Zipcode,Latitude,Longitude
9862,46.9685,13.6761
9863,47.0304,13.5859
9871,46.8324,13.5276
9872,46.8288,13.5961
9873,46.7803,13.65
9900,46.8288,12.7513
9903,46.853,12.6714
9904,46.8695,12.7737
9905,46.853,12.7866
9906,46.7808,12.8416
9907,46.7906,12.798
9908,46.7833,12.7605
9909,46.7767,12.7204
9911,46.7984,12.6337
9912,46.7929,12.5386
9913,46.7664,12.5152
9918,46.7584,12.4922
9919,46.7415,12.4433
9920,46.7416,12.3999
9931,46.8246,12.4589
9932,46.8271,12.3575
9941,46.7004,12.4925
9942,46.7002,12.6025
9943,46.6953,12.6671
9951,46.8982,12.6975
9952,46.9047,12.6246
9954,46.8718,12.6281
9961,46.8981,12.5025
9962,46.9086,12.4041
9963,46.9467,12.2624
9971,47.0307,12.5386
9972,46.999,12.4298
9974,47.037,12.3122
9981,47.0212,12.6742
9990,46.8923,12.7855
9991,46.8574,12.8335
9992,46.8681,12.84
